,0
2402,133643
2403,138097
2404,1615205
2405,72889
2406,460324
2407,159426
2408,852044
2409,706264
2410,711824
2411,367344
2412,1615968
2413,155296
2414,162919
2415,1612824
2416,1616184
2417,161104
2418,1510044
2419,1379264
2420,157000
2421,637005
2422,786724
2423,65846
2424,217521
2425,258009
2426,601564
2427,200824
2428,1549264
2429,561184
2430,591904
2431,1359425
2432,1038296
2433,251766
2434,194983
2435,436444
2436,154282
2437,594124
2438,759325
2439,219234
2440,155869
2441,917925
2442,188932
2443,163590
2444,1372364
2445,42660
2446,241728
2447,495268
2448,679084
2449,217741
2450,1410829
2451,1634384
2452,85040
2453,137958
2454,1344104
2455,222428
2456,1520525
2457,85711
2458,1238184
2459,1569924
2460,1830244
2461,1695764
2462,155321
2463,1310670
2464,94555
2465,162131
2466,1159884
2467,1678684
2468,129687
2469,241025
2470,1620144
2471,1594604
2472,660624
2473,133390
2474,1364325
2475,189259
2476,218769
2477,642524
2478,1367445
2479,86416
2480,1451806
2481,235565
2482,165094
2483,249465
2484,114732
2485,155425
2486,266501
2487,1541784
2488,347124
2489,129125
2490,1097404
2491,1343244
2492,433844
2493,203046
2494,1552328
2495,182640
2496,132534
2497,496744
2498,512124
2499,1517004
2500,6337
2501,1517224
2502,489824
2503,227773
2504,139948
2505,80543
2506,76997
2507,1686364
2508,80953
2509,1266227
2510,55297
2511,1032524
2512,193802
2513,104164
2514,231835
2515,1523967
2516,192526
2517,26768
2518,690666
2519,201838
2520,102719
2521,245507
2522,145813
2523,898804
2524,792946
2525,58194
2526,202525
2527,152283
2528,675364
2529,156058
2530,124952
2531,230843
2532,180406
2533,1059724
2534,31666
2535,356144
2536,699924
2537,153692
2538,1335804
2539,661725
2540,615785
2541,321764
2542,137912
2543,197447
2544,787364
2545,145418
2546,155360
2547,1475589
2548,154045
2549,26024
2550,145729
2551,67938
2552,1508885
2553,168984
2554,186939
2555,538047
2556,1600325
2557,175131
2558,1606004
2559,1220844
2560,268275
2561,1389284
2562,144456
2563,252746
2564,18600
2565,105444
2566,545904
2567,1469224
2568,143569
2569,146455
2570,208167
2571,1427356
2572,129852
2573,542885
2574,141879
2575,865984
2576,60950
2577,718
2578,229132
2579,273291
2580,119838
2581,176376
2582,164912
2583,767504
2584,397704
2585,77301
2586,65468
2587,165584
2588,1368445
2589,131630
2590,190134
2591,1736284
2592,178614
2593,236977
2594,229224
2595,1405506
2596,176342
2597,149006
2598,110154
2599,1368944
2600,201231
2601,165073
2602,170650
2603,64598
2604,1614404
2605,1544224
2606,129968
2607,1029944
2608,91298
2609,256760
2610,831164
2611,172046
2612,1370804
2613,542844
2614,64140
2615,1646045
2616,41071
2617,77060
2618,1483164
2619,139439
2620,1892425
2621,559953
2622,661784
2623,141771
2624,130507
2625,168836
2626,136576
2627,141546
2628,264573
2629,617344
2630,143662
2631,1525148
2632,36536
2633,1299864
2634,1172204
2635,230237
2636,255988
2637,135738
2638,121575
2639,162890
2640,183223
2641,1462304
2642,211046
2643,162597
2644,190843
2645,1181404
2646,333444
2647,1788044
2648,59595
2649,235486
2650,1523424
2651,183611
2652,562704
2653,151390
2654,131319
2655,855984
2656,1536784
2657,1391405
2658,570424
2659,415467
2660,193577
2661,167311
2662,1305604
2663,33575
2664,1383825
2665,1596186
2666,227584
2667,1175564
2668,199988
2669,45
2670,461284
2671,502704
2672,498304
2673,233895
2674,220750
2675,173377
2676,1269124
2677,1310164
2678,78721
2679,153086
2680,75761
2681,1539384
2682,586704
2683,169340
2684,330525
2685,526944
2686,114971
2687,162277
2688,95985
2689,128005
2690,659444
2691,127883
2692,148312
2693,133251
2694,1468544
2695,111615
2696,1737205
2697,139255
2698,224942
2699,127458
2700,693684
2701,1483264
2702,147172
2703,512344
2704,187971
2705,161359
2706,693464
2707,1512784
2708,135172
2709,604164
2710,193195
2711,141680
2712,690084
2713,221494
2714,1545604
2715,1626304
2716,1295004
2717,1386624
2718,1338484
2719,779444
2720,94697
2721,1142824
2722,218751
2723,47195
2724,117286
2725,1009825
2726,1377729
2727,240702
2728,1476084
2729,159948
2730,226544
2731,214618
2732,829484
2733,148802
2734,199382
2735,692144
2736,175244
2737,261527
2738,171087
2739,612125
2740,147286
2741,542284
2742,810624
2743,251768
2744,1496025
2745,1415932
2746,1564126
2747,1401347
2748,1605664
2749,574804
2750,199402
2751,78326
2752,10
2753,1399184
2754,226835
2755,820725
2756,143427
2757,128439
2758,691211
2759,149340
2760,1381165
2761,217790
2762,1374825
2763,1584564
2764,205464
2765,133526
2766,139443
2767,97375
2768,527325
2769,212373
2770,202318
2771,126107
2772,134514
2773,230300
2774,169958
2775,77546
2776,714504
2777,148311
2778,487864
2779,497104
2780,6733
2781,1085524
2782,1305548
2783,137366
2784,180929
2785,439884
2786,219681
2787,1417584
2788,1501487
2789,850324
2790,149414
2791,192224
2792,38490
2793,662364
2794,1632384
2795,215721
2796,1484204
2797,90463
2798,50479
2799,1047524
2800,1049365
2801,1038830
2802,183181
2803,830544
2804,46366
2805,176013
2806,160442
2807,1690245
2808,1249984
2809,104218
2810,1253004
2811,170701
2812,193191
2813,422544
2814,190595
2815,1174964
2816,247093
2817,139093
2818,132029
2819,69075
2820,216286
2821,147571
2822,759350
2823,18382
2824,1545544
2825,266113
2826,197569
2827,541904
2828,787605
2829,665344
2830,436604
2831,147143
2832,24260
2833,181502
2834,167493
2835,114747
2836,1027744
2837,1305768
2838,193001
2839,166366
2840,1412086
2841,204225
2842,195366
2843,208622
2844,245932
2845,4808
2846,33441
2847,819784
2848,1561584
2849,1009284
2850,182001
2851,88789
2852,132740
2853,190257
2854,135631
2855,135595
2856,220906
2857,1603824
2858,142639
2859,1421145
2860,194470
2861,870024
2862,128999
2863,143567
2864,140042
2865,1598224
2866,112596
2867,158502
2868,1167906
2869,616047
2870,822164
2871,261692
2872,126861
2873,867224
2874,739945
2875,427624
2876,1299324
2877,137989
2878,136087
2879,1261704
2880,140112
2881,742104
2882,717344
2883,193320
2884,789964
2885,128718
2886,124995
2887,1490804
2888,841771
2889,231877
2890,1376505
2891,1464964
2892,150314
2893,451704
2894,161969
2895,178703
2896,157947
2897,154465
2898,239393
2899,1617924
2900,224988
2901,163459
2902,215136
2903,174501
2904,180837
2905,1506825
2906,134923
2907,161209
2908,461344
2909,134305
2910,40896
2911,251271
2912,551044
2913,1623784
2914,130135
2915,200112
2916,140951
2917,515124
2918,100121
2919,779966
2920,1595084
2921,159199
2922,580344
2923,107395
2924,469304
2925,258290
2926,797824
2927,151388
2928,170273
2929,150689
2930,1544164
2931,48158
2932,236694
2933,192663
2934,212139
2935,144001
2936,736164
2937,815664
2938,446664
2939,1542765
2940,147174
2941,1500392
2942,157073
2943,150435
2944,797304
2945,157045
2946,3310
2947,1437224
2948,161492
2949,136734
2950,139428
2951,139637
2952,133479
2953,1749104
2954,140282
2955,1648764
2956,149271
2957,150622
2958,1236764
2959,214981
2960,156414
2961,549564
2962,1486344
2963,159428
2964,106934
2965,147928
2966,129656
2967,129809
2968,1096204
2969,1487605
2970,147884
2971,162537
2972,207496
2973,621
2974,142419
2975,359225
2976,151507
2977,545024
2978,1472826
2979,110639
2980,136927
2981,1448064
2982,460109
2983,587904
2984,709804
2985,1614544
2986,1564465
2987,1088384
2988,397004
2989,1453427
2990,79748
2991,1373185
2992,1490264
2993,221233
2994,212238
2995,1241244
2996,174062
2997,184335
2998,1697045
2999,159342
3000,151722
3001,435124
3002,775124
3003,134549
3004,32970
3005,155281
3006,194882
3007,1215084
3008,64273
3009,779824
3010,192782
3011,34781
3012,1296664
3013,236761
3014,1501208
3015,234234
3016,1282324
3017,1284005
3018,1294804
3019,152602
3020,38834
3021,1527064
3022,1263584
3023,446304
3024,1162364
3025,861244
3026,104412
3027,502204
3028,1457565
3029,457544
3030,136861
3031,1637549
3032,192482
3033,209735
3034,1004125
3035,1336009
3036,38992
3037,827767
3038,137947
3039,166090
3040,188315
3041,228794
3042,166314
3043,161812
3044,1749304
3045,349965
3046,804964
3047,1541984
3048,873424
3049,252754
3050,1457207
3051,149203
3052,1586288
3053,210550
3054,1392505
3055,66099
3056,86001
3057,485924
3058,230845
3059,77946
3060,1293485
3061,132171
3062,1140564
3063,759218
3064,777044
3065,185388
3066,807584
3067,1388084
3068,155836
3069,745144
3070,576484
3071,164579
3072,544964
3073,179410
3074,483364
3075,168041
3076,158772
3077,158553
3078,63050
3079,123651
3080,563
3081,143384
3082,1317944
3083,670464
3084,72229
3085,1340625
3086,159942
3087,106698
3088,132918
3089,1567205
3090,163378
3091,155342
3092,175517
3093,131128
3094,140270
3095,155326
3096,529164
3097,138311
3098,726504
3099,126044
3100,199164
3101,245957
3102,784304
3103,641184
3104,226364
3105,255748
3106,732305
3107,384705
3108,1592064
3109,159396
3110,1662344
3111,93244
3112,874564
3113,195338
3114,152535
3115,1268744
3116,61117
3117,1590484
3118,1580884
3119,47067
3120,1374835
3121,196787
3122,75220
3123,154578
3124,135621
3125,1528985
3126,85570
3127,138300
3128,237801
3129,109617
3130,428784
3131,1736144
3132,201450
3133,713964
3134,1483684
3135,139474
3136,211846
3137,146453
3138,1489906
3139,577244
3140,766748
3141,173890
3142,132182
3143,409904
3144,1445264
3145,223934
3146,166721
3147,1192764
3148,499424
3149,138462
3150,1478985
3151,226146
3152,1616484
3153,148380
3154,1539684
3155,106436
3156,1062064
3157,673764
3158,130408
3159,132580
3160,863684
3161,52574
3162,677904
3163,1246845
3164,161491
3165,201185
3166,133432
3167,577584
3168,493644
3169,229077
3170,1121944
3171,153355
3172,1299665
3173,226259
3174,174641
3175,1745964
3176,164696
3177,20622
3178,713779
3179,193977
3180,118998
3181,425249
3182,442104
3183,868904
3184,1585905
3185,136613
3186,126977
3187,593327
3188,385244
3189,1317984
3190,268631
3191,78257
3192,163482
3193,157326
3194,116857
3195,1553044
3196,143505
3197,115538
3198,458744
3199,79072
3200,1315364
3201,167661
3202,192675
3203,396024
3204,77342
3205,212355
3206,90976
3207,131228
3208,1587924
3209,139818
3210,188429
3211,28562
3212,1552524
3213,255752
3214,263757
3215,1482324
3216,124949
3217,43904
3218,257024
3219,695165
3220,48803
3221,234625
3222,235760
3223,438964
3224,1693244
3225,758204
3226,498184
3227,462764
3228,192393
3229,192523
3230,143006
3231,975645
3232,447784
3233,415244
3234,68174
3235,132304
3236,1015704
3237,159813
3238,110467
3239,870204
3240,123919
3241,138963
3242,165390
3243,206363
3244,168512
3245,158210
3246,137404
3247,1381384
3248,1364004
3249,439644
3250,30757
3251,156719
3252,1471364
3253,181766
3254,223163
3255,155548
3256,779845
3257,565904
3258,93249
3259,38819
3260,142571
3261,175466
3262,1436328
3263,188177
3264,1171344
3265,1064
3266,481604
3267,221175
3268,205169
3269,151809
3270,170154
3271,1382207
3272,761804
3273,166621
3274,195036
3275,164519
3276,128353
3277,137007
3278,15451
3279,559585
3280,509044
3281,522764
3282,146602
3283,126824
3284,142663
3285,230199
3286,167360
3287,44582
3288,404964
3289,30995
3290,656345
3291,140141
3292,197617
3293,217346
3294,198979
3295,537505
3296,524204
3297,131108
3298,237299
3299,137092
3300,158883
3301,201222
3302,228955
3303,140772
3304,225985
3305,240438
3306,356224
3307,155390
3308,128496
3309,1592504
3310,167600
3311,59264
3312,185090
3313,1381944
3314,820444
3315,187994
3316,190998
3317,1034684
3318,130197
3319,167698
3320,270105
3321,788424
3322,152947
3323,252859
3324,185537
3325,170767
3326,491904
3327,635784
3328,292024
3329,1634624
3330,182598
3331,1744164
3332,262611
3333,236035
3334,112763
3335,170831
3336,140799
3337,65574
3338,1394344
3339,166436
3340,218348
3341,543064
3342,655924
3343,213376
3344,173148
3345,154022
3346,230353
3347,344704
3348,234428
3349,227188
3350,178009
3351,454426
3352,80921
3353,577784
3354,143290
3355,195471
3356,128024
3357,517284
3358,204139
3359,226297
3360,687624
3361,1408085
3362,658905
3363,685904
3364,43946
3365,143071
3366,146195
3367,505544
3368,213933
3369,74230
3370,71597
3371,791406
3372,658167
3373,616465
3374,145916
3375,483204
3376,85388
3377,192643
3378,85881
3379,1305205
3380,742445
3381,1517024
3382,714290
3383,1681984
3384,137472
3385,119153
3386,1440704
3387,214127
3388,5266
3389,626964
3390,662564
3391,161283
3392,946787
3393,194180
3394,118524
3395,482052
3396,134732
3397,188551
3398,18644
3399,71258
3400,228523
3401,1429669
3402,1495624
3403,114651
3404,177870
3405,190973
3406,160589
3407,77447
3408,173441
3409,155793
3410,662544
3411,147038
3412,263903
3413,558444
3414,46854
3415,134622
3416,129197
3417,711346
3418,1559204
3419,263080
3420,295744
3421,49153
3422,156627
3423,133466
3424,1565426
3425,44798
3426,142817
3427,135070
3428,148002
3429,146094
3430,1031924
3431,142100
3432,248861
3433,341765
3434,195650
3435,1464105
3436,128615
3437,385
3438,550344
3439,1055564
3440,253889
3441,128962
3442,182315
3443,206317
3444,1340984
3445,406384
3446,44597
3447,733305
3448,1065824
3449,146753
3450,197808
3451,143289
3452,1210084
3453,101541
3454,1412284
3455,167766
3456,641904
3457,1491665
3458,486264
3459,152025
3460,1561504
3461,27351
3462,210052
3463,861224
3464,916945
3465,169868
3466,584364
3467,176584
3468,133357
3469,146344
3470,193343
3471,741184
3472,182526
3473,94647
3474,1410584
3475,490544
3476,188882
3477,872984
3478,146052
3479,733391
3480,230151
3481,139834
3482,837024
3483,209588
3484,143606
3485,1027504
3486,8558
3487,112184
3488,81243
3489,56390
3490,3069
3491,141289
3492,72079
3493,1505844
3494,233222
3495,861124
3496,159351
3497,48568
3498,144357
3499,1222624
3500,520146
3501,1323184
3502,527764
3503,1217804
3504,1386024
3505,968185
3506,130392
3507,272219
3508,196483
3509,1388124
3510,200943
3511,163849
3512,149444
3513,237131
3514,170545
3515,344584
3516,83720
3517,424871
3518,2020
3519,263652
3520,174406
3521,134657
3522,198423
3523,133582
3524,132073
3525,1437964
3526,143833
3527,130426
3528,158196
3529,152070
3530,6957
3531,155095
3532,136037
3533,192888
3534,1538604
3535,742265
3536,1202624
3537,175555
3538,109962
3539,206724
3540,199031
3541,168807
3542,171866
3543,613584
3544,162320
3545,424484
3546,158478
3547,128306
3548,413424
3549,125651
3550,127641
3551,1039384
3552,97312
3553,177408
3554,1554144
3555,1372264
3556,500864
3557,158214
3558,93496
3559,8063
3560,196352
3561,129041
3562,143895
3563,132814
3564,170285
3565,197430
3566,96252
3567,1221924
3568,159018
3569,189843
3570,779876
3571,858704
3572,141672
3573,34394
3574,237405
3575,691186
3576,136282
3577,144128
3578,938326
3579,77866
3580,778144
3581,156774
3582,197443
3583,70197
3584,140612
3585,1398685
3586,1370704
3587,650904
3588,92366
3589,616746
3590,1351004
3591,270107
3592,205399
3593,1304204
3594,548744
3595,136766
3596,129663
3597,163834
3598,185888
3599,164686
3600,168983
3601,622324
3602,640445
3603,206425
3604,205987
3605,73727
3606,208445
3607,572744
3608,114824
3609,1383944
3610,134604
3611,26659
3612,206783
3613,833927
3614,116727
3615,1409646
3616,677844
3617,201416
3618,815644
3619,417564
3620,142665
3621,1765464
3622,132024
3623,233948
3624,1243784
3625,385925
3626,1447864
3627,1586764
3628,193988
3629,136117
3630,550744
3631,875624
3632,221474
3633,1557304
3634,236131
3635,159616
3636,1348484
3637,205326
3638,133082
3639,259830
3640,990264
3641,488826
3642,1587524
3643,500804
3644,272592
3645,193300
3646,161580
3647,1249544
3648,223164
3649,649346
3650,238788
3651,1229124
3652,305304
3653,772324
3654,1059004
3655,126527
3656,166350
3657,142979
3658,876164
3659,184777
3660,155845
3661,172149
3662,166186
3663,174986
3664,113583
3665,1259387
3666,843644
3667,192721
3668,229455
3669,711150
3670,133747
3671,128481
3672,57207
3673,123370
3674,182738
3675,431447
3676,831064
3677,200248
3678,430104
3679,1104545
3680,521764
3681,231796
3682,128079
3683,630904
3684,1042505
3685,149595
3686,220434
3687,135416
3688,7387
3689,185548
3690,183679
3691,232047
3692,199496
3693,167999
3694,155284
3695,135364
3696,723146
3697,427764
3698,170865
3699,129565
3700,241527
3701,184368
3702,130254
3703,155055
3704,1208584
3705,109032
3706,505184
3707,486044
3708,1441725
3709,197300
3710,170610
3711,1169965
3712,229706
3713,239063
3714,222353
3715,578269
3716,146535
3717,155484
3718,46120
3719,195486
3720,91650
3721,135592
3722,180304
3723,135656
3724,4174
3725,93761
3726,117706
3727,187274
3728,20841
3729,192986
3730,1334884
3731,618384
3732,239
3733,544424
3734,1436904
3735,18262
3736,55213
3737,597624
3738,1398966
3739,140760
3740,215815
3741,237941
3742,195167
3743,145849
3744,1015324
3745,195139
3746,666166
3747,199106
3748,129566
3749,171980
3750,267010
3751,364564
3752,138595
3753,129343
3754,157600
3755,1181431
3756,1507485
3757,139634
3758,1223264
3759,658984
3760,164281
3761,189389
3762,122443
3763,640874
3764,554124
3765,148727
3766,305904
3767,1513444
3768,1463124
3769,195637
3770,224760
3771,236837
3772,180116
3773,206934
3774,192046
3775,161341
3776,1439784
3777,698404
3778,555944
3779,182397
3780,219620
3781,231638
3782,462944
3783,125958
3784,133025
3785,129569
3786,772726
3787,469747
3788,135833
3789,763844
3790,855645
3791,82173
3792,223410
3793,1237906
3794,676764
3795,843864
3796,147525
3797,267217
3798,193168
3799,1303387
3800,223562
3801,189223
3802,239282
3803,64427
3804,131434
3805,173649
3806,42614
3807,223325
3808,215816
3809,115574
3810,259221
3811,98560
3812,1425324
3813,1406704
3814,781404
3815,376746
3816,264434
3817,1492064
3818,249549
3819,140463
3820,1302
3821,602571
3822,263517
3823,209050
3824,209231
3825,76629
3826,167344
3827,432704
3828,153593
3829,159461
3830,693024
3831,148752
3832,1233624
3833,177398
3834,194866
3835,529984
3836,124821
3837,196480
3838,544024
3839,132631
3840,201891
3841,1598126
3842,153977
3843,732
3844,421724
3845,1421046
3846,121552
3847,228748
3848,167042
3849,479584
3850,388245
3851,679764
3852,193053
3853,820404
3854,688144
3855,49045
3856,252805
3857,425072
3858,135301
3859,1045024
3860,1158504
3861,70812
3862,425345
3863,170055
3864,249720
3865,55053
3866,759212
3867,65608
3868,139354
3869,616166
3870,1428904
3871,44600
3872,205740
3873,23959
3874,140171
3875,134203
3876,159682
3877,3173
3878,537646
3879,219224
3880,156938
3881,868724
3882,164542
3883,93556
3884,221082
3885,497344
3886,1370984
3887,859284
3888,223196
3889,163466
3890,1202864
3891,211060
3892,443124
3893,194622
3894,138967
3895,242991
3896,148061
3897,167914
3898,54533
3899,109637
3900,1587104
3901,165305
3902,141936
3903,122413
3904,131421
3905,1027446
3906,141594
3907,270631
3908,219972
3909,134553
3910,238634
3911,144521
3912,132268
3913,96314
3914,461444
3915,152345
3916,503684
3917,227339
3918,345205
3919,666484
3920,785264
3921,46262
3922,1246564
3923,56125
3924,207452
3925,856064
3926,165071
3927,219076
3928,537644
3929,92574
3930,1512
3931,1191204
3932,136155
3933,249804
3934,131997
3935,1470724
3936,480924
3937,70751
3938,159138
3939,143239
3940,148361
3941,76554
3942,152043
3943,478028
3944,164309
3945,1288164
3946,138062
3947,55998
3948,175977
3949,140127
3950,40805
3951,204335
3952,210173
3953,125082
3954,636024
3955,166651
3956,214006
3957,162248
3958,690868
3959,254832
3960,143444
3961,505173
3962,871566
3963,154536
3964,88459
3965,147287
3966,136827
3967,145819
3968,9676
3969,93832
3970,1371564
3971,153279
3972,209313
3973,1267984
3974,1482364
3975,101247
3976,1492584
3977,971984
3978,237263
3979,504746
3980,137492
3981,141084
3982,101223
3983,147401
3984,495348
3985,1421164
3986,670331
3987,202714
3988,223540
3989,463908
3990,209641
3991,1110044
3992,143400
3993,400256
3994,765044
3995,802944
3996,140858
3997,724505
3998,239543
3999,772505
4000,271392
4001,95557
4002,44656
4003,869624
4004,130758
4005,1298684
4006,135434
4007,199717
4008,199571
4009,1407228
4010,779904
4011,75260
4012,200185
4013,147107
4014,1427784
4015,23613
4016,131792
4017,644104
4018,255016
4019,80466
4020,600344
4021,791425
4022,283784
4023,162224
4024,163685
4025,651584
4026,139357
4027,138231
4028,48241
4029,49868
4030,838864
4031,1573366
4032,39702
4033,736824
4034,156318
4035,1820044
4036,1071904
4037,198810
4038,235709
4039,12896
4040,199641
4041,860805
4042,733204
4043,1193964
4044,169945
4045,40791
4046,1361045
4047,1516186
4048,61135
4049,42669
4050,713608
4051,149578
4052,144177
4053,127871
4054,156472
4055,18235
4056,17293
4057,83625
4058,129691
4059,145458
4060,135922
4061,707864
4062,212902
4063,196818
4064,135572
4065,170602
4066,189614
4067,479744
4068,391384
4069,1525645
4070,718805
4071,219604
4072,137057
4073,375665
4074,135870
4075,1082324
4076,1575924
4077,445584
4078,126286
4079,145415
4080,1604404
4081,552244
4082,783224
4083,71331
4084,229005
4085,112487
4086,957304
4087,273297
4088,179
4089,165112
4090,84484
4091,229171
4092,261602
4093,447284
4094,197779
4095,131540
4096,760624
4097,198610
4098,127238
4099,1254224
4100,170946
4101,1535784
4102,460248
4103,1330004
4104,192087
4105,84916
4106,131582
4107,235672
4108,866244
4109,79854
4110,138367
4111,1312464
4112,102544
4113,1340384
4114,141392
4115,581044
4116,149280
4117,1339344
4118,213380
4119,550784
4120,1653564
4121,542065
4122,188571
4123,132326
4124,238792
4125,1425784
4126,1485768
4127,1545284
4128,1513085
4129,253787
4130,148224
4131,145426
4132,776824
4133,1305088
4134,1188884
4135,193398
4136,43118
4137,235810
4138,182013
4139,7505
4140,193757
4141,92775
4142,1560806
4143,236888
4144,1469844
4145,223522
4146,203633
4147,1662084
4148,213247
4149,188998
4150,97458
4151,135463
4152,18446
4153,128570
4154,157097
4155,139678
4156,1400504
4157,453707
4158,162981
4159,616527
4160,863064
4161,171422
4162,154292
4163,974464
4164,1064805
4165,146914
4166,195100
4167,168731
4168,471284
4169,781384
4170,140454
4171,433805
4172,221441
4173,295624
4174,1047624
4175,1322684
4176,1070105
4177,12
4178,60495
4179,13177
4180,27828
4181,560264
4182,436344
4183,1647144
4184,546144
4185,679104
4186,93397
4187,7370
4188,1087344
4189,1179312
4190,69771
4191,149268
4192,174735
4193,236809
4194,198934
4195,161114
4196,79485
4197,196814
4198,141464
4199,427204
4200,104282
4201,111004
4202,192521
4203,1045325
4204,1468324
4205,155289
4206,95361
4207,224494
4208,1481685
4209,174811
4210,194860
4211,559925
4212,136957
4213,155166
4214,82510
4215,216180
4216,188217
4217,125106
4218,737005
4219,71087
4220,144199
4221,196325
4222,106939
4223,182750
4224,1487564
4225,137107
4226,91061
4227,251265
4228,324484
4229,144306
4230,143264
4231,137991
4232,215656
4233,132689
4234,1651104
4235,489784
4236,137363
4237,86168
4238,204345
4239,119130
4240,253551
4241,132416
4242,54747
4243,91818
4244,141609
4245,670704
4246,1429685
4247,190848
4248,156519
4249,178577
4250,1388804
4251,594085
4252,139830
4253,195034
4254,258372
4255,20503
4256,46843
4257,1321245
4258,255964
4259,190278
4260,48174
4261,238397
4262,202856
4263,1320184
4264,1283264
4265,128759
4266,215851
4267,1362445
4268,452224
4269,169834
4270,89830
4271,21041
4272,204406
4273,206453
4274,130989
4275,1365065
4276,75099
4277,151158
4278,169037
4279,231515
4280,140983
4281,246393
4282,167885
4283,567184
4284,237470
4285,1096544
4286,631584
4287,6886
4288,138711
4289,42536
4290,258613
4291,217278
4292,925
4293,138936
4294,147757
4295,156053
4296,196341
4297,1164144
4298,132810
4299,1606367
4300,42571
4301,201395
4302,207360
4303,541404
4304,135267
4305,540364
4306,138986
4307,341835
4308,1240084
4309,662764
4310,226671
4311,141386
4312,583584
4313,1359624
4314,66803
4315,137349
4316,189979
4317,50340
4318,146983
4319,417784
4320,132973
4321,157440
4322,162514
4323,636464
4324,101192
4325,115444
4326,133241
4327,165621
4328,167834
4329,769524
4330,90270
4331,1200424
4332,255941
4333,25803
4334,1462985
4335,20654
4336,191121
4337,244456
4338,138700
4339,351644
4340,602625
4341,17533
4342,227108
4343,146859
4344,29339
4345,236000
4346,826744
4347,711924
4348,167923
4349,77979
4350,1312044
4351,510904
4352,215379
4353,92310
4354,1037945
4355,1426564
4356,126721
4357,138793
4358,153897
4359,1069884
4360,1400746
4361,396684
4362,144807
4363,208074
4364,200150
4365,179060
4366,91344
4367,1195084
4368,801664
4369,140233
4370,201779
4371,830084
4372,181797
4373,50529
4374,5409
4375,146472
4376,90532
4377,88313
4378,165345
4379,198142
4380,833644
4381,50966
4382,132680
4383,2902
4384,215101
4385,138617
4386,155393
4387,135134
4388,169011
4389,196198
4390,7441
4391,61670
4392,169138
4393,766244
4394,167097
4395,44388
4396,9062
4397,161759
4398,1435664
4399,138148
4400,539104
4401,232008
4402,246192
4403,76981
4404,827124
4405,628884
4406,175174
4407,1315764
4408,190610
4409,228160
4410,1077405
4411,138037
4412,184051
4413,139116
4414,170726
4415,1426704
4416,110740
4417,711425
4418,143248
4419,178211
4420,555807
4421,82146
4422,180036
4423,271137
4424,402964
4425,193342
4426,474068
4427,200962
4428,132106
4429,131422
4430,75210
4431,129883
4432,819125
4433,244137
4434,772905
4435,138409
4436,514144
4437,205232
4438,238584
4439,252441
4440,157212
4441,149385
4442,78217
4443,208739
4444,159312
4445,272945
4446,136935
4447,132413
4448,165461
4449,50876
4450,187596
4451,154629
4452,428164
4453,166610
4454,103539
4455,274716
4456,137819
4457,416204
4458,198577
4459,81510
4460,132389
4461,93691
4462,170620
4463,37106
4464,196615
4465,523984
4466,142783
4467,1087926
4468,132521
4469,213538
4470,772645
4471,143774
4472,18729
4473,19116
4474,1257404
4475,693805
4476,191564
4477,797624
4478,160404
4479,46342
4480,119763
4481,733446
4482,137270
4483,70781
4484,2695
4485,94751
4486,1422944
4487,171294
4488,145810
4489,168815
4490,144644
4491,32675
4492,175147
4493,487844
4494,170028
4495,217538
4496,145764
4497,138363
4498,1405509
4499,186440
4500,236771
4501,127373
4502,161579
4503,96018
4504,439904
4505,68575
4506,190971
4507,266352
4508,175032
4509,44658
4510,211028
4511,206862
4512,208026
4513,232105
4514,118336
4515,231007
4516,138449
4517,29299
4518,132716
4519,187237
4520,138835
4521,1288964
4522,178726
4523,659944
4524,23830
4525,75232
4526,81749
4527,3523
4528,139463
4529,1429126
4530,167868
4531,1311146
4532,110667
4533,656284
4534,408985
4535,169957
4536,252402
4537,137463
4538,224566
4539,169055
4540,357725
4541,59159
4542,71638
4543,622944
4544,590044
4545,185040
4546,153088
4547,493324
4548,158781
4549,14853
4550,184475
4551,139931
4552,130959
4553,141072
4554,29330
4555,133655
4556,194516
4557,843904
4558,149565
4559,175399
4560,453064
4561,84501
4562,740924
4563,63399
4564,6680
4565,26494
4566,1352825
4567,30479
4568,381829
4569,109014
4570,32688
4571,622604
4572,140229
4573,134727
4574,149161
4575,33487
4576,546854
4577,153950
4578,167203
4579,507924
4580,1484566
4581,199075
4582,259644
4583,26591
4584,68474
4585,770104
4586,235160
4587,228602
4588,301885
4589,626326
4590,129683
4591,140377
4592,133259
4593,106466
4594,119339
4595,151340
4596,12612
4597,171441
4598,7850
4599,1083004
4600,183821
4601,268855
4602,561225
4603,684764
4604,251129
4605,199426
4606,191122
4607,94521
4608,175718
4609,591164
4610,236997
4611,201233
4612,186973
4613,208517
4614,637824
4615,192592
4616,512844
4617,1268184
4618,10650
4619,208626
4620,202899
4621,1213044
4622,245495
4623,769504
4624,479104
4625,120304
4626,30692
4627,95273
4628,781704
4629,691185
4630,543284
4631,1104065
4632,202209
4633,194755
4634,39126
4635,47121
4636,133237
4637,12273
4638,129793
4639,114062
4640,165565
4641,222788
4642,567504
4643,130997
4644,137576
4645,173706
4646,215609
4647,98231
4648,196907
4649,1059024
4650,187724
4651,177873
4652,136368
4653,595804
4654,228184
4655,200734
4656,165086
4657,68113
4658,86070
4659,186710
4660,127472
4661,113354
4662,146809
4663,1023664
4664,132869
4665,75650
4666,671004
4667,719144
4668,10495
4669,151423
4670,13469
4671,145544
